timestamp,city_name,district_id,district_name,district_type,district_population,district_centroid_lat,district_centroid_lon,road_id,road_class,road_direction,road_lanes,road_length_km,road_free_flow_kph,road_capacity_veh_15m,road_start_lat,road_start_lon,road_end_lat,road_end_lon,weather_temperature_c,weather_feels_like_c,weather_humidity_pct,weather_rain_mm_h,weather_wind_kph,weather_cloud_cover_pct,weather_visibility_km,weather_condition,traffic_vehicle_count_15m,traffic_heavy_vehicle_pct,traffic_avg_speed_kph,traffic_occupancy_pct,traffic_travel_time_min,traffic_co2_kg,traffic_noise_db,traffic_congestion_level,parking_lot_count,parking_total_capacity,parking_occupied_spaces,parking_available_spaces,parking_occupancy_pct,parking_turnover_vehicles,parking_ev_chargers_occupied,energy_demand_kw,energy_solar_generation_kw,energy_grid_import_kw,energy_street_lighting_kw,energy_voltage_v,energy_outage_active,lighting_ambient_lux,lighting_dimming_pct,lighting_lamps_on,lighting_power_kw,camera_count,camera_detected_vehicles,camera_detected_pedestrians,camera_visibility_score,camera_max_queue_length,camera_degraded_count,iot_device_count,iot_air_quality_pm25_ug_m3,iot_noise_db,iot_microstation_temperature_c,iot_avg_battery_pct,iot_avg_signal_rssi_dbm,iot_anomaly_count,event_public_event_active,event_active_incident_id,event_active_incident_severity,event_active_incident_impact
2025-01-06T00:00:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-01,local,outbound,1,0.42,30,130,52.244775,20.9848,52.249625,20.9876,-0.9,-1.3,64.1,0.0,13.5,9.2,17.8,clear,16,11.5,29.0,12.3,0.87,3.33,65.5,free_flow,2,705,357,348,50.6,6,19,2499.5,0,2499.5,595.1,223.2,false,1,8,7935,595.1,1,15,10,1.0,0,0,3,10.98,74.01,-0.85,95.2,-60.83,0,false,,,0
2025-01-06T00:00:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-02,arterial,cross_city,4,2.3,58,1720,52.233921,20.993867,52.260479,20.978533,-0.9,-1.3,64.1,0.0,13.5,9.2,17.8,clear,244,15.7,55.5,14.2,2.48,46.36,82.8,free_flow,2,705,357,348,50.6,6,19,2499.5,0,2499.5,595.1,223.2,false,1,8,7935,595.1,1,227,27,1.0,0,0,3,10.98,74.01,-0.85,95.2,-60.83,0,false,,,0
2025-01-06T00:00:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-03,local,outbound,1,1.65,30,130,52.2472,20.9972,52.2472,20.9752,-0.9,-1.3,64.1,0.0,13.5,9.2,17.8,clear,15,5.2,29.1,11.5,3.41,3.12,65.1,free_flow,2,705,357,348,50.6,6,19,2499.5,0,2499.5,595.1,223.2,false,1,8,7935,595.1,1,15,9,1.0,0,0,3,10.98,74.01,-0.85,95.2,-60.83,0,false,,,0
2025-01-06T00:00:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-04,local,outbound,1,2.04,30,130,52.258978,20.993,52.235422,20.9794,-0.9,-1.3,64.1,0.0,13.5,9.2,17.8,clear,16,6.2,29.0,12.3,4.23,3.33,65.5,free_flow,2,705,357,348,50.6,6,19,2499.5,0,2499.5,595.1,223.2,false,1,8,7935,595.1,0,0,0,0.0,0,0,3,10.98,74.01,-0.85,95.2,-60.83,0,false,,,0
2025-01-06T00:00:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-05,arterial,outbound,4,1.87,58,1720,52.257996,20.979967,52.236404,20.992433,-0.9,-1.3,64.1,0.0,13.5,9.2,17.8,clear,236,17.0,55.7,13.7,2.02,44.84,82.6,free_flow,2,705,357,348,50.6,6,19,2499.5,0,2499.5,595.1,223.2,false,1,8,7935,595.1,0,0,0,0.0,0,0,3,10.98,74.01,-0.85,95.2,-60.83,0,false,,,0
2025-01-06T00:00:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-01,arterial,inbound,4,1.98,58,1720,52.235768,21.0316,52.258632,21.0448,-0.9,-1.3,64.1,0.0,13.5,9.2,17.8,clear,226,12.0,55.8,13.1,2.13,42.94,82.3,free_flow,2,405,85,320,21.0,1,5,492.4,0,492.4,117.2,228.0,false,1,8,1563,117.2,1,224,26,1.0,0,0,3,4.87,73.6,-0.91,94.2,-57.43,0,false,,,0
2025-01-06T00:00:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-02,collector,cross_city,2,1.9,43,570,52.23623,21.044533,52.25817,21.031867,-0.9,-1.3,64.1,0.0,13.5,9.2,17.8,clear,78,8.3,41.3,13.7,2.76,14.82,75.5,free_flow,2,405,85,320,21.0,1,5,492.4,0,492.4,117.2,228.0,false,1,8,1563,117.2,1,76,12,1.0,0,0,3,4.87,73.6,-0.91,94.2,-57.43,0,false,,,0
2025-01-06T00:00:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-03,local,cross_city,1,2.28,30,130,52.2472,21.0534,52.2472,21.023,-0.9,-1.3,64.1,0.0,13.5,9.2,17.8,clear,15,5.2,29.1,11.5,4.71,3.12,65.1,free_flow,2,405,85,320,21.0,1,5,492.4,0,492.4,117.2,228.0,false,1,8,1563,117.2,1,15,10,1.0,0,0,3,4.87,73.6,-0.91,94.2,-57.43,0,false,,,0
2025-01-06T00:00:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-04,local,cross_city,1,1.58,30,130,52.256322,21.043467,52.238078,21.032933,-0.9,-1.3,64.1,0.0,13.5,9.2,17.8,clear,17,2.5,28.9,13.1,3.28,3.54,65.8,free_flow,2,405,85,320,21.0,1,5,492.4,0,492.4,117.2,228.0,false,1,8,1563,117.2,0,0,0,0.0,0,0,3,4.87,73.6,-0.91,94.2,-57.43,0,false,,,0
2025-01-06T00:00:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-05,arterial,cross_city,4,1.14,58,1720,52.253782,21.0344,52.240618,21.042,-0.9,-1.3,64.1,0.0,13.5,9.2,17.8,clear,237,13.0,55.6,13.8,1.23,45.03,82.6,free_flow,2,405,85,320,21.0,1,5,492.4,0,492.4,117.2,228.0,false,1,8,1563,117.2,0,0,0,0.0,0,0,3,4.87,73.6,-0.91,94.2,-57.43,0,false,,,0
2025-01-06T00:15:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-01,collector,cross_city,2,1.52,43,570,52.203424,20.981133,52.220976,20.991267,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,68,8.7,41.6,11.9,2.19,12.92,74.6,free_flow,2,565,91,474,16.1,2,5,1431.2,0,1431.2,354.6,225.3,false,1,8,4728,354.6,1,68,10,1.0,0,0,3,10.24,72.74,0.44,94.9,-66.97,0,false,,,0
2025-01-06T00:15:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-02,collector,outbound,2,1.43,43,570,52.203944,20.990967,52.220456,20.981433,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,81,6.2,41.2,14.2,2.08,15.39,75.7,free_flow,2,565,91,474,16.1,2,5,1431.2,0,1431.2,354.6,225.3,false,1,8,4728,354.6,1,79,12,1.0,0,0,3,10.24,72.74,0.44,94.9,-66.97,0,false,,,0
2025-01-06T00:15:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-03,collector,cross_city,2,2.31,43,570,52.2122,21.0016,52.2122,20.9708,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,69,7.8,41.6,12.1,3.34,13.11,74.7,free_flow,2,565,91,474,16.1,2,5,1431.2,0,1431.2,354.6,225.3,false,1,8,4728,354.6,1,66,13,1.0,0,0,3,10.24,72.74,0.44,94.9,-66.97,0,false,,,0
2025-01-06T00:15:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-04,collector,cross_city,2,2.31,43,570,52.225537,20.9939,52.198863,20.9785,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,87,8.8,41.0,15.3,3.38,16.53,76.2,free_flow,2,565,91,474,16.1,2,5,1431.2,0,1431.2,354.6,225.3,false,1,8,4728,354.6,0,0,0,0.0,0,0,3,10.24,72.74,0.44,94.9,-66.97,0,false,,,0
2025-01-06T00:15:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-05,arterial,cross_city,4,1.64,58,1720,52.221669,20.980733,52.202731,20.991667,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,219,12.4,55.9,12.7,1.76,41.61,82.1,free_flow,2,565,91,474,16.1,2,5,1431.2,0,1431.2,354.6,225.3,false,1,8,4728,354.6,0,0,0,0.0,0,0,3,10.24,72.74,0.44,94.9,-66.97,0,false,,,0
2025-01-06T00:15:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-01,collector,cross_city,2,2.02,43,570,52.200538,21.031467,52.223862,21.044933,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,73,4.7,41.4,12.8,2.93,13.87,75.0,free_flow,2,385,77,308,20.0,2,4,334.9,0,334.9,83.0,226.8,false,1,8,1106,83.0,1,70,12,1.0,0,0,3,8.68,73.94,0.15,95.43,-54.7,0,false,,,0
2025-01-06T00:15:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-02,collector,cross_city,2,1.11,43,570,52.205791,21.0419,52.218609,21.0345,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,66,5.3,41.6,11.6,1.6,12.54,74.4,free_flow,2,385,77,308,20.0,2,4,334.9,0,334.9,83.0,226.8,false,1,8,1106,83.0,1,67,13,1.0,0,0,3,8.68,73.94,0.15,95.43,-54.7,0,false,,,0
2025-01-06T00:15:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-03,arterial,inbound,4,1.36,58,1720,52.2122,21.047267,52.2122,21.029133,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,254,14.4,55.4,14.8,1.47,48.26,83.1,free_flow,2,385,77,308,20.0,2,4,334.9,0,334.9,83.0,226.8,false,1,8,1106,83.0,1,248,25,1.0,0,0,3,8.68,73.94,0.15,95.43,-54.7,0,false,,,0
2025-01-06T00:15:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-04,collector,outbound,2,2.03,43,570,52.22392,21.044967,52.20048,21.031433,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,62,6.8,41.8,10.9,2.92,11.78,74.0,free_flow,2,385,77,308,20.0,2,4,334.9,0,334.9,83.0,226.8,false,1,8,1106,83.0,0,0,0,0.0,0,0,3,8.68,73.94,0.15,95.43,-54.7,0,false,,,0
2025-01-06T00:15:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-05,collector,inbound,2,3.12,43,570,52.230213,21.0278,52.194187,21.0486,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,70,9.2,41.5,12.3,4.51,13.3,74.8,free_flow,2,385,77,308,20.0,2,4,334.9,0,334.9,83.0,226.8,false,1,8,1106,83.0,0,0,0,0.0,0,0,3,8.68,73.94,0.15,95.43,-54.7,0,false,,,0
2025-01-06T00:15:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-01,local,outbound,1,0.42,30,130,52.244775,20.9848,52.249625,20.9876,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,18,7.2,28.8,13.8,0.88,3.76,66.2,free_flow,2,705,331,374,47.0,5,18,2401.7,0,2401.7,595.1,222.4,false,1,8,7935,595.1,1,19,8,1.0,0,0,3,11.83,70.94,0.17,95.33,-58.17,0,false,,,0
2025-01-06T00:15:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-02,arterial,cross_city,4,2.3,58,1720,52.233921,20.993867,52.260479,20.978533,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,229,17.9,55.8,13.3,2.48,43.51,82.4,free_flow,2,705,331,374,47.0,5,18,2401.7,0,2401.7,595.1,222.4,false,1,8,7935,595.1,1,231,23,1.0,0,0,3,11.83,70.94,0.17,95.33,-58.17,0,false,,,0
2025-01-06T00:15:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-03,local,outbound,1,1.65,30,130,52.2472,20.9972,52.2472,20.9752,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,18,6.6,28.8,13.8,3.44,3.76,66.2,free_flow,2,705,331,374,47.0,5,18,2401.7,0,2401.7,595.1,222.4,false,1,8,7935,595.1,1,19,8,1.0,0,0,3,11.83,70.94,0.17,95.33,-58.17,0,false,,,0
2025-01-06T00:15:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-04,local,outbound,1,2.04,30,130,52.258978,20.993,52.235422,20.9794,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,18,4.9,28.8,13.8,4.25,3.76,66.2,free_flow,2,705,331,374,47.0,5,18,2401.7,0,2401.7,595.1,222.4,false,1,8,7935,595.1,0,0,0,0.0,0,0,3,11.83,70.94,0.17,95.33,-58.17,0,false,,,0
2025-01-06T00:15:00,Novograd,D-03,Residential 3,residential,31739,52.2472,20.9862,R-D-03-05,arterial,outbound,4,1.87,58,1720,52.257996,20.979967,52.236404,20.992433,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,216,11.7,55.9,12.6,2.01,41.04,82.0,free_flow,2,705,331,374,47.0,5,18,2401.7,0,2401.7,595.1,222.4,false,1,8,7935,595.1,0,0,0,0.0,0,0,3,11.83,70.94,0.17,95.33,-58.17,0,false,,,0
2025-01-06T00:15:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-01,arterial,inbound,4,1.98,58,1720,52.235768,21.0316,52.258632,21.0448,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,208,10.6,56.0,12.1,2.12,39.52,81.8,free_flow,2,405,85,320,21.0,2,5,473.1,0,473.1,117.2,228.7,false,1,8,1563,117.2,1,206,19,1.0,0,0,3,6.74,74.78,-0.3,95.1,-60.87,0,false,,,0
2025-01-06T00:15:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-02,collector,cross_city,2,1.9,43,570,52.23623,21.044533,52.25817,21.031867,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,79,6.9,41.2,13.9,2.76,15.01,75.5,free_flow,2,405,85,320,21.0,2,5,473.1,0,473.1,117.2,228.7,false,1,8,1563,117.2,1,83,14,0.99,0,0,3,6.74,74.78,-0.3,95.1,-60.87,0,false,,,0
2025-01-06T00:15:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-03,local,cross_city,1,2.28,30,130,52.2472,21.0534,52.2472,21.023,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,16,7.9,29.0,12.3,4.72,3.33,65.5,free_flow,2,405,85,320,21.0,2,5,473.1,0,473.1,117.2,228.7,false,1,8,1563,117.2,1,17,9,1.0,0,0,3,6.74,74.78,-0.3,95.1,-60.87,0,false,,,0
2025-01-06T00:15:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-04,local,cross_city,1,1.58,30,130,52.256322,21.043467,52.238078,21.032933,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,15,4.3,29.1,11.5,3.26,3.12,65.1,free_flow,2,405,85,320,21.0,2,5,473.1,0,473.1,117.2,228.7,false,1,8,1563,117.2,0,0,0,0.0,0,0,3,6.74,74.78,-0.3,95.1,-60.87,0,false,,,0
2025-01-06T00:15:00,Novograd,D-04,Industrial 4,industrial,6252,52.2472,21.0382,R-D-04-05,arterial,cross_city,4,1.14,58,1720,52.253782,21.0344,52.240618,21.042,0.2,-0.4,69.9,0.0,17.3,24.6,17.5,clear,203,15.6,56.1,11.8,1.22,38.57,81.6,free_flow,2,405,85,320,21.0,2,5,473.1,0,473.1,117.2,228.7,false,1,8,1563,117.2,0,0,0,0.0,0,0,3,6.74,74.78,-0.3,95.1,-60.87,0,false,,,0
2025-01-06T00:30:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-01,collector,cross_city,2,1.52,43,570,52.203424,20.981133,52.220976,20.991267,-1.1,-1.7,76.6,0.0,17.4,36.1,17.3,clear,69,6.2,41.6,12.1,2.19,13.11,74.7,free_flow,2,565,105,460,18.6,2,5,1500.0,0,1500.0,354.6,224.0,false,1,8,4728,354.6,1,68,11,1.0,0,0,3,6.58,71.2,-1.32,94.77,-59.07,0,false,,,0
2025-01-06T00:30:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-02,collector,outbound,2,1.43,43,570,52.203944,20.990967,52.220456,20.981433,-1.1,-1.7,76.6,0.0,17.4,36.1,17.3,clear,81,8.1,41.2,14.2,2.08,15.39,75.7,free_flow,2,565,105,460,18.6,2,5,1500.0,0,1500.0,354.6,224.0,false,1,8,4728,354.6,1,79,13,1.0,0,0,3,6.58,71.2,-1.32,94.77,-59.07,0,false,,,0
2025-01-06T00:30:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-03,collector,cross_city,2,2.31,43,570,52.2122,21.0016,52.2122,20.9708,-1.1,-1.7,76.6,0.0,17.4,36.1,17.3,clear,64,6.9,41.7,11.2,3.32,12.16,74.2,free_flow,2,565,105,460,18.6,2,5,1500.0,0,1500.0,354.6,224.0,false,1,8,4728,354.6,1,66,13,1.0,0,0,3,6.58,71.2,-1.32,94.77,-59.07,0,false,,,0
2025-01-06T00:30:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-04,collector,cross_city,2,2.31,43,570,52.225537,20.9939,52.198863,20.9785,-1.1,-1.7,76.6,0.0,17.4,36.1,17.3,clear,74,6.8,41.4,13.0,3.35,14.06,75.1,free_flow,2,565,105,460,18.6,2,5,1500.0,0,1500.0,354.6,224.0,false,1,8,4728,354.6,0,0,0,0.0,0,0,3,6.58,71.2,-1.32,94.77,-59.07,0,false,,,0
2025-01-06T00:30:00,Novograd,D-01,Mixed Use 1,mixed_use,18913,52.2122,20.9862,R-D-01-05,arterial,cross_city,4,1.64,58,1720,52.221669,20.980733,52.202731,20.991667,-1.1,-1.7,76.6,0.0,17.4,36.1,17.3,clear,217,17.4,55.9,12.6,1.76,41.23,82.1,free_flow,2,565,105,460,18.6,2,5,1500.0,0,1500.0,354.6,224.0,false,1,8,4728,354.6,0,0,0,0.0,0,0,3,6.58,71.2,-1.32,94.77,-59.07,0,false,,,0
2025-01-06T00:30:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-01,collector,cross_city,2,2.02,43,570,52.200538,21.031467,52.223862,21.044933,-1.1,-1.7,76.6,0.0,17.4,36.1,17.3,clear,74,3.8,41.4,13.0,2.93,14.06,75.1,free_flow,2,385,56,329,14.5,0,2,351.0,0,351.0,83.0,227.6,false,1,8,1106,83.0,1,72,12,1.0,0,0,3,4.99,72.74,-1.42,95.23,-57.17,0,false,,,0
2025-01-06T00:30:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-02,collector,cross_city,2,1.11,43,570,52.205791,21.0419,52.218609,21.0345,-1.1,-1.7,76.6,0.0,17.4,36.1,17.3,clear,79,9.2,41.2,13.9,1.62,15.01,75.5,free_flow,2,385,56,329,14.5,0,2,351.0,0,351.0,83.0,227.6,false,1,8,1106,83.0,1,81,11,1.0,0,0,3,4.99,72.74,-1.42,95.23,-57.17,0,false,,,0
2025-01-06T00:30:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-03,arterial,inbound,4,1.36,58,1720,52.2122,21.047267,52.2122,21.029133,-1.1,-1.7,76.6,0.0,17.4,36.1,17.3,clear,189,20.1,56.3,11.0,1.45,35.91,81.2,free_flow,2,385,56,329,14.5,0,2,351.0,0,351.0,83.0,227.6,false,1,8,1106,83.0,1,184,18,1.0,0,0,3,4.99,72.74,-1.42,95.23,-57.17,0,false,,,0
2025-01-06T00:30:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-04,collector,outbound,2,2.03,43,570,52.22392,21.044967,52.20048,21.031433,-1.1,-1.7,76.6,0.0,17.4,36.1,17.3,clear,81,8.7,41.2,14.2,2.96,15.39,75.7,free_flow,2,385,56,329,14.5,0,2,351.0,0,351.0,83.0,227.6,false,1,8,1106,83.0,0,0,0,0.0,0,0,3,4.99,72.74,-1.42,95.23,-57.17,0,false,,,0
2025-01-06T00:30:00,Novograd,D-02,Industrial 2,industrial,4426,52.2122,21.0382,R-D-02-05,collector,inbound,2,3.12,43,570,52.230213,21.0278,52.194187,21.0486,-1.1,-1.7,76.6,0.0,17.4,36.1,17.3,clear,64,5.1,41.7,11.2,4.49,12.16,74.2,free_flow,2,385,56,329,14.5,0,2,351.0,0,351.0,83.0,227.6,false,1,8,1106,83.0,0,0,0,0.0,0,0,3,4.99,72.74,-1.42,95.23,-57.17,0,false,,,0
